File Name,Type,PSNR,SSIM
AisazuNihaIrarenai_000,Full Color,8.275384902954102,0.5176035165786743
AisazuNihaIrarenai_001,B/W,20.575265884399414,0.9854645729064941
AisazuNihaIrarenai_002,B/W,18.8151912689209,0.98758864402771
AisazuNihaIrarenai_003,B/W,18.297040939331055,0.9860333204269409
AisazuNihaIrarenai_004,B/W,19.413972854614258,0.9878947734832764
AisazuNihaIrarenai_005,B/W,19.304546356201172,0.9878839254379272
AisazuNihaIrarenai_006,B/W,19.289926528930664,0.985183835029602
AisazuNihaIrarenai_007,B/W,19.449188232421875,0.9862343072891235
AisazuNihaIrarenai_008,B/W,19.008453369140625,0.9851478338241577
AisazuNihaIrarenai_009,B/W,19.024250030517578,0.988720178604126
AisazuNihaIrarenai_010,B/W,18.404701232910156,0.9836807250976562
AisazuNihaIrarenai_011,B/W,19.119701385498047,0.9835931062698364
AisazuNihaIrarenai_012,B/W,19.80068016052246,0.9753803014755249
AisazuNihaIrarenai_013,B/W,19.849702835083008,0.9713224768638611
AisazuNihaIrarenai_014,B/W,19.32209014892578,0.9884291887283325
AisazuNihaIrarenai_015,B/W,18.636402130126953,0.9879921674728394
AisazuNihaIrarenai_016,B/W,20.177085876464844,0.9890021085739136
AisazuNihaIrarenai_017,B/W,19.384628295898438,0.9891939163208008
AisazuNihaIrarenai_018,B/W,19.56647300720215,0.9852182865142822
AisazuNihaIrarenai_019,B/W,17.724773406982422,0.9803012609481812
AisazuNihaIrarenai_020,B/W,18.793872833251953,0.9843894839286804
AisazuNihaIrarenai_021,B/W,17.941621780395508,0.98302161693573
AisazuNihaIrarenai_022,B/W,19.039987564086914,0.9872803092002869
AisazuNihaIrarenai_023,B/W,19.17024803161621,0.9880646467208862
AisazuNihaIrarenai_024,B/W,19.01210594177246,0.9834999442100525
AisazuNihaIrarenai_025,B/W,18.201187133789062,0.9849328994750977
AisazuNihaIrarenai_026,B/W,18.470624923706055,0.9851185083389282
AisazuNihaIrarenai_027,B/W,18.738479614257812,0.9810985326766968
AisazuNihaIrarenai_028,B/W,20.419010162353516,0.9807169437408447
AisazuNihaIrarenai_029,B/W,18.761066436767578,0.9885252714157104
AisazuNihaIrarenai_030,B/W,18.625873565673828,0.987059473991394
AisazuNihaIrarenai_031,B/W,17.720497131347656,0.9860876798629761
AisazuNihaIrarenai_032,B/W,17.929508209228516,0.9870690703392029
AisazuNihaIrarenai_033,B/W,18.42545509338379,0.9880921244621277
AisazuNihaIrarenai_034,B/W,18.70589828491211,0.9883713126182556
AisazuNihaIrarenai_035,B/W,17.876632690429688,0.9846397638320923
AisazuNihaIrarenai_036,B/W,19.39052963256836,0.9885897636413574
AisazuNihaIrarenai_037,B/W,18.201244354248047,0.9806791543960571
AisazuNihaIrarenai_038,B/W,21.875049591064453,0.9765623807907104
AisazuNihaIrarenai_039,B/W,21.50588035583496,0.9881607890129089
AisazuNihaIrarenai_040,B/W,20.91407012939453,0.9889941215515137
AisazuNihaIrarenai_041,B/W,20.42373275756836,0.9889922142028809
AisazuNihaIrarenai_042,B/W,18.980669021606445,0.9879322052001953
AisazuNihaIrarenai_043,B/W,18.135013580322266,0.9858719110488892
AisazuNihaIrarenai_044,B/W,18.05034065246582,0.978884220123291
AisazuNihaIrarenai_045,B/W,19.100072860717773,0.9891719222068787
AisazuNihaIrarenai_046,B/W,18.693572998046875,0.9885367155075073
AisazuNihaIrarenai_047,B/W,18.963092803955078,0.9890683889389038
AisazuNihaIrarenai_048,B/W,19.410175323486328,0.9875222444534302
AisazuNihaIrarenai_049,B/W,18.5251407623291,0.9880549311637878
AisazuNihaIrarenai_050,B/W,18.638999938964844,0.9880828261375427
AisazuNihaIrarenai_051,B/W,17.407819747924805,0.9848190546035767
AisazuNihaIrarenai_052,B/W,18.893733978271484,0.9864521026611328
AisazuNihaIrarenai_053,B/W,18.789932250976562,0.9867154359817505
AisazuNihaIrarenai_054,B/W,19.866477966308594,0.9635166525840759
AisazuNihaIrarenai_055,B/W,19.212688446044922,0.9772748947143555
AisazuNihaIrarenai_056,B/W,18.259654998779297,0.9812330007553101
AisazuNihaIrarenai_057,B/W,18.290515899658203,0.9851608276367188
AisazuNihaIrarenai_058,B/W,17.03550148010254,0.9769207239151001
AisazuNihaIrarenai_059,B/W,18.040740966796875,0.9861259460449219
AisazuNihaIrarenai_060,B/W,18.199832916259766,0.981722354888916
AisazuNihaIrarenai_061,B/W,17.307222366333008,0.9799314737319946
AisazuNihaIrarenai_062,B/W,18.997764587402344,0.9873086214065552
AisazuNihaIrarenai_063,B/W,18.42157554626465,0.9868139028549194
AisazuNihaIrarenai_064,B/W,20.26176643371582,0.9887403249740601
AisazuNihaIrarenai_065,B/W,20.241708755493164,0.9900487661361694
AisazuNihaIrarenai_066,B/W,18.045623779296875,0.9859320521354675
AisazuNihaIrarenai_067,B/W,17.83573341369629,0.98768150806427
AisazuNihaIrarenai_068,B/W,18.946359634399414,0.987588107585907
AisazuNihaIrarenai_069,B/W,19.745466232299805,0.9883240461349487
AisazuNihaIrarenai_070,B/W,19.56720733642578,0.9890556335449219
AisazuNihaIrarenai_071,B/W,20.111785888671875,0.9826810359954834
AisazuNihaIrarenai_072,B/W,19.670955657958984,0.9887326955795288
AisazuNihaIrarenai_073,B/W,19.224245071411133,0.9866725206375122
AisazuNihaIrarenai_074,B/W,21.997467041015625,0.9775838255882263
AisazuNihaIrarenai_075,B/W,19.710691452026367,0.9886894226074219
AisazuNihaIrarenai_076,B/W,19.605958938598633,0.9805872440338135
AisazuNihaIrarenai_077,B/W,18.73589515686035,0.9864832758903503
AisazuNihaIrarenai_078,B/W,20.477046966552734,0.9887471199035645
AisazuNihaIrarenai_079,B/W,19.199146270751953,0.9865026473999023
AisazuNihaIrarenai_080,B/W,18.321617126464844,0.9784148931503296
AisazuNihaIrarenai_081,B/W,18.71560287475586,0.9875059127807617
AisazuNihaIrarenai_082,B/W,19.16008186340332,0.9884117841720581
AisazuNihaIrarenai_083,B/W,19.655975341796875,0.9861788749694824
AisazuNihaIrarenai_084,B/W,18.882648468017578,0.9877105951309204
AisazuNihaIrarenai_085,B/W,19.39910888671875,0.9890044927597046
AisazuNihaIrarenai_086,B/W,19.69073486328125,0.9907552003860474
AisazuNihaIrarenai_087,B/W,18.869815826416016,0.9870818853378296
AisazuNihaIrarenai_088,B/W,20.962770462036133,0.9894677400588989
AisazuNihaIrarenai_089,B/W,20.32282257080078,0.9778531789779663
AisazuNihaIrarenai_090,B/W,18.380619049072266,0.9796770811080933
AisazuNihaIrarenai_091,B/W,20.00057029724121,0.9891066551208496
AisazuNihaIrarenai_092,B/W,20.453895568847656,0.9896140098571777
AisazuNihaIrarenai_093,Full Color,16.11453628540039,0.9116904139518738
AkkeraKanjinchou_000,Hybrid,14.950021743774414,0.8527865409851074
AkkeraKanjinchou_001,B/W,22.582645416259766,0.982887864112854
AkkeraKanjinchou_002,B/W,23.503435134887695,0.9738316535949707
AkkeraKanjinchou_003,B/W,21.341411590576172,0.9821767210960388
AkkeraKanjinchou_004,B/W,20.223567962646484,0.9867581129074097
AkkeraKanjinchou_005,B/W,19.994810104370117,0.9862427711486816
AkkeraKanjinchou_006,B/W,18.92377471923828,0.9843820333480835
AkkeraKanjinchou_007,B/W,18.451473236083984,0.9819507598876953
AkkeraKanjinchou_008,B/W,20.085966110229492,0.9852503538131714
AkkeraKanjinchou_009,B/W,18.21161651611328,0.9830093383789062
AkkeraKanjinchou_010,B/W,19.217432022094727,0.9840208292007446
AkkeraKanjinchou_011,B/W,19.732891082763672,0.9851531982421875
AkkeraKanjinchou_012,B/W,19.33702850341797,0.9839221239089966
AkkeraKanjinchou_013,B/W,19.413780212402344,0.9811000823974609
AkkeraKanjinchou_014,B/W,20.611083984375,0.9811646342277527
AkkeraKanjinchou_015,B/W,17.481653213500977,0.9805838465690613
AkkeraKanjinchou_016,B/W,18.288284301757812,0.9784340858459473
AkkeraKanjinchou_017,B/W,20.1893253326416,0.9843234419822693
AkkeraKanjinchou_018,B/W,18.6406307220459,0.9814989566802979
AkkeraKanjinchou_019,B/W,19.62453269958496,0.9831997752189636
AkkeraKanjinchou_020,B/W,17.66090202331543,0.9821919202804565
AkkeraKanjinchou_021,B/W,19.48874855041504,0.9824714064598083
AkkeraKanjinchou_022,B/W,20.635995864868164,0.9840547442436218
AkkeraKanjinchou_023,B/W,18.236360549926758,0.9801602363586426
AkkeraKanjinchou_024,B/W,20.39348602294922,0.9863076210021973
AkkeraKanjinchou_025,B/W,21.848831176757812,0.9863675832748413
AkkeraKanjinchou_026,B/W,22.314836502075195,0.9907218813896179
AkkeraKanjinchou_027,B/W,22.325088500976562,0.9853727221488953
AkkeraKanjinchou_028,B/W,19.142833709716797,0.9802854061126709
AkkeraKanjinchou_029,B/W,19.701278686523438,0.9844560623168945
AkkeraKanjinchou_030,B/W,17.869937896728516,0.98070228099823
AkkeraKanjinchou_031,B/W,18.740530014038086,0.9831591844558716
AkkeraKanjinchou_032,B/W,19.923551559448242,0.9854578971862793
AkkeraKanjinchou_033,B/W,22.65631675720215,0.9875973463058472
AkkeraKanjinchou_034,B/W,20.1033935546875,0.9844821691513062
AkkeraKanjinchou_035,B/W,20.772193908691406,0.9862169027328491
AkkeraKanjinchou_036,B/W,19.875171661376953,0.9845130443572998
AkkeraKanjinchou_037,B/W,18.903343200683594,0.9809500575065613
